path	partition	weak_label	original_filename	is_frame
/truenas-big/images/3a/6e/3a6ed3e26c39873adfaba14f5b2f054b568c3825fe3399e06388f28be9f1c169.JPEG	journeydb	clean		False
/truenas-big/images/45/0e/450e481d41ac2e552cd54f6cac60897869db5f641c1b1f632395bbfe8e297a83.JPEG	journeydb	clean		False
/truenas-big/images/0a/82/0a82677b2c4b5688de416bfca9a359217b80271d9eded1524787ada0c5ff14d9.JPEG	journeydb	clean		False
/truenas-big/images/67/03/670311edb3a812b5da0440763805b746fdecb92375211caeeb790f10b0890435.JPEG	journeydb	clean		False
/truenas-big/images/a6/75/a675c87c03d9ef0dbb37ac4bf251bfc94259b87c49756504f51850702b61fb01.JPEG	journeydb	clean		False
/truenas-big/images/48/45/484572b5fdb56d024843c7804f98521d9923dec9cee285970208f0bf16173bb0.JPEG	journeydb	clean		False
/truenas-big/images/57/12/571205616cb0d41462d9b72de1ca60dfc88e5fe76c7299486520d18ec63bcf0c.JPEG	journeydb	clean		False
/truenas-big/images/f1/f2/f1f21535574880940b493269c6937a2ec27614a3fdc85ad71537988f28a9d88f.JPEG	journeydb	clean		False
/truenas-big/images/d6/45/d645c96e4981bd1bc72734e17a9338e0171554cbb11bd5675029fa216954c126.JPEG	journeydb	clean		False
/truenas-big/images/76/4d/764d8e4e55188df160cbe5eaf3b43229f4e92d03d6dfac7cec261f19b9b4e8ff.JPEG	journeydb	clean		False
/truenas-big/images/6d/c4/6dc46d7acab3c0197e16a26065ec3c5bfcb1f439e354bbe94f5d3a942d39bc73.JPEG	journeydb	clean		False
/truenas-big/images/1d/72/1d72a827f0cf56e8e731f9d8d98660efc3550728ab7cf475b870f4d38afeecf2.JPEG	journeydb	clean		False
/truenas-big/images/be/c6/bec63db11172ea538d327c5b0deaa7074863e13d13b0c72afa65f1a0303df29a.JPEG	journeydb	clean		False
/truenas-big/images/06/05/0605b81bee6138b5d101a9d93c23d823cf2079ed4d0e747c9016032deb995bfd.JPEG	journeydb	clean		False
/truenas-big/images/3a/f2/3af2af5d59e763a47d29633ba7b80a521c407154b7e84ea6f50e06ff3135537f.JPEG	journeydb	clean		False
/truenas-big/images/2a/ab/2aab2344e8ac453b61b4fcd6a28d9bc8b4507b0dd55c241fe25bac83364f2b8b.JPEG	journeydb	clean		False
/truenas-big/images/02/12/0212898ce34353eaebae77085bc59a722703a4854b89cdba7b3ed419283acf92.JPEG	journeydb	clean		False
/truenas-big/images/60/52/60528a5080ebd7b4ea0606724e03a2fc1c46860c7f249bff621540c266e32f2f.JPEG	journeydb	clean		False
/truenas-big/images/de/ec/deec855bf967402cba2444944a23f5396620e4c4419e6bf6736bdcdff261c75d.JPEG	journeydb	clean		False
